rule,activation_rate,global_rate,dominance
"HERB MARKER BASIL, HERB MARKER ROSEMARY → HERB MARKER PARSLEY",64.574486,2.1409569,30.161507
"HERB MARKER BASIL, HERB MARKER ROSEMARY → HERB MARKER THYME",66.06685,2.1904361,30.161505
"HERB MARKER BASIL, HERB MARKER ROSEMARY → HERB MARKER MINT",63.188763,2.0950153,30.16148
"HERB MARKER MINT, HERB MARKER ROSEMARY → HERB MARKER PARSLEY",65.58348,2.1929939,29.905912
"HERB MARKER MINT, HERB MARKER ROSEMARY → HERB MARKER THYME",65.70116,2.1969302,29.905891
"HERB MARKER MINT, HERB MARKER ROSEMARY → HERB MARKER BASIL",63.7707,2.1323795,29.905886
"HERB MARKER BASIL, HERB MARKER MINT → HERB MARKER ROSEMARY",57.77595,2.1549923,26.810282
"HERB MARKER BASIL, HERB MARKER MINT → HERB MARKER THYME",56.475628,2.1064966,26.810215
"HERB MARKER BASIL, HERB MARKER MINT → HERB MARKER PARSLEY",57.597076,2.1483266,26.810204
"HERB MARKER ROSEMARY, HERB MARKER THYME → HERB MARKER BASIL",49.037975,2.143971,22.8725
"HERB MARKER ROSEMARY, HERB MARKER THYME → HERB MARKER MINT",48.321526,2.1126482,22.87249
"HERB MARKER ROSEMARY, HERB MARKER THYME → HERB MARKER PARSLEY",50.93244,2.2268016,22.872465
"HERB MARKER BASIL, HERB MARKER THYME → HERB MARKER PARSLEY",43.685856,2.1354544,20.457405
"HERB MARKER BASIL, HERB MARKER THYME → HERB MARKER ROSEMARY",44.50199,2.1753495,20.4574
"HERB MARKER BASIL, HERB MARKER THYME → HERB MARKER MINT",41.605385,2.0337584,20.457388
"HERB MARKER MINT, HERB MARKER THYME → HERB MARKER PARSLEY",44.578266,2.1980247,20.281057
"HERB MARKER MINT, HERB MARKER THYME → HERB MARKER ROSEMARY",44.701443,2.2041018,20.281025
"HERB MARKER MINT, HERB MARKER THYME → HERB MARKER BASIL",42.41149,2.0911937,20.280996
"WOODEN HEART CHRISTMAS SCANDINAVIAN, WOODEN STAR CHRISTMAS SCANDINAVIAN → WOODEN TREE CHRISTMAS SCANDINAVIAN",6.9190025,2.1263506,3.253933
"JUMBO BAG APPLES, JUMBO BAG VINTAGE LEAF → JUMBO BAG PEARS",2.2505393,0.98722994,2.2796507
